"","report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"76","6/15/16","Virginia","state","zika_reported_travel","US0001",NA,NA,26,"cases"
"77","6/8/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"78","6/8/16","Virginia","state","zika_reported_travel","US0001",NA,NA,20,"cases"
"79","6/1/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"80","6/1/16","Virginia","state","zika_reported_travel","US0001",NA,NA,18,"cases"
"81","5/25/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"82","5/25/16","Virginia","state","zika_reported_travel","US0001",NA,NA,15,"cases"
"83","5/11/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"84","5/11/16","Virginia","state","zika_reported_travel","US0001",NA,NA,15,"cases"
"85","5/4/16","Virginia","state","zika_reported_travel","US0001",NA,NA,13,"cases"
"86","5/4/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"87","4/27/16","Virginia","state","zika_reported_travel","US0001",NA,NA,12,"cases"
"88","4/27/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"89","4/20/16","Virginia","state","zika_reported_travel","US0001",NA,NA,10,"cases"
"90","4/20/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"91","4/13/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"92","4/13/16","Virginia","state","zika_reported_travel","US0001",NA,NA,8,"cases"
"93","4/6/16","Virginia","state","zika_reported_travel","US0001",NA,NA,8,"cases"
"94","4/6/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"95","3/30/16","Virginia","state","zika_reported_travel","US0001",NA,NA,8,"cases"
"96","3/30/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"97","3/23/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"98","3/23/16","Virginia","state","zika_reported_travel","US0001",NA,NA,7,"cases"
"99","3/16/16","Virginia","state","zika_reported_travel","US0001",NA,NA,7,"cases"
"100","3/16/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"101","3/9/16","Virginia","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"102","3/9/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"103","2/24/16","Virginia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"104","2/24/16","Virginia","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"105","6/29/16","Vermont","state","zika_reported_local","US0002",NA,NA,0,"cases"
"106","6/29/16","Vermont","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"107","6/22/16","Vermont","state","zika_reported_local","US0002",NA,NA,0,"cases"
"108","6/22/16","Vermont","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"109","6/15/16","Vermont","state","zika_reported_local","US0002",NA,NA,0,"cases"
"110","6/15/16","Vermont","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"111","6/29/16","Utah","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"112","6/29/16","Utah","state","zika_reported_local","US0002",NA,NA,0,"cases"
"113","6/22/16","Utah","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"114","6/22/16","Utah","state","zika_reported_local","US0002",NA,NA,0,"cases"
"115","6/15/16","Utah","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"116","6/15/16","Utah","state","zika_reported_local","US0002",NA,NA,0,"cases"
"117","6/8/16","Utah","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"118","6/8/16","Utah","state","zika_reported_local","US0002",NA,NA,0,"cases"
"119","6/1/16","Utah","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"120","6/1/16","Utah","state","zika_reported_local","US0002",NA,NA,0,"cases"
"121","5/25/16","Utah","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"122","5/25/16","Utah","state","zika_reported_local","US0002",NA,NA,0,"cases"
"123","4/20/16","Utah","state","zika_reported_local","US0002",NA,NA,0,"cases"
"124","4/20/16","Utah","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"125","4/13/16","Utah","state","zika_reported_local","US0002",NA,NA,0,"cases"
"126","4/13/16","Utah","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"127","4/6/16","Utah","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"128","4/6/16","Utah","state","zika_reported_local","US0002",NA,NA,0,"cases"
"129","3/30/16","Utah","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"130","3/30/16","Utah","state","zika_reported_local","US0002",NA,NA,0,"cases"
"131","6/29/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"132","6/29/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,21,"cases"
"133","6/22/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"134","6/22/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,21,"cases"
"135","6/15/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"136","6/15/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,21,"cases"
"137","6/8/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"138","6/8/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,21,"cases"
"139","6/1/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"140","6/1/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,21,"cases"
"141","5/25/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"142","5/25/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,15,"cases"
"143","5/11/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"144","5/11/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,15,"cases"
"145","5/4/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"146","5/4/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,15,"cases"
"147","4/27/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"148","4/27/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,12,"cases"
"149","4/20/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"150","4/20/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,12,"cases"
"151","4/13/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"152","4/13/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,12,"cases"
"153","4/6/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"154","4/6/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,12,"cases"
"155","3/30/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"156","3/30/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,10,"cases"
"157","3/23/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"158","3/23/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,10,"cases"
"159","3/16/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"160","3/16/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,10,"cases"
"161","3/9/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,0,"cases"
"162","3/9/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,1,"cases"
"163","2/24/16","US_Virgin_Islands","territory","zika_reported_travel","US0001",NA,NA,0,"cases"
"164","2/24/16","US_Virgin_Islands","territory","zika_reported_local","US0002",NA,NA,1,"cases"
"165","6/29/16","Texas","state","zika_reported_travel","US0001",NA,NA,49,"cases"
"166","6/29/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"167","6/22/16","Texas","state","zika_reported_travel","US0001",NA,NA,42,"cases"
"168","6/22/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"169","6/15/16","Texas","state","zika_reported_travel","US0001",NA,NA,42,"cases"
"170","6/15/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"171","6/8/16","Texas","state","zika_reported_travel","US0001",NA,NA,40,"cases"
"172","6/8/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"173","6/1/16","Texas","state","zika_reported_travel","US0001",NA,NA,36,"cases"
"174","6/1/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"175","5/25/16","Texas","state","zika_reported_travel","US0001",NA,NA,36,"cases"
"176","5/25/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"177","5/11/16","Texas","state","zika_reported_travel","US0001",NA,NA,32,"cases"
"178","5/11/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"179","5/4/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"180","5/4/16","Texas","state","zika_reported_travel","US0001",NA,NA,30,"cases"
"181","4/27/16","Texas","state","zika_reported_travel","US0001",NA,NA,30,"cases"
"182","4/27/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"183","4/20/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"184","4/20/16","Texas","state","zika_reported_travel","US0001",NA,NA,30,"cases"
"185","4/13/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"186","4/13/16","Texas","state","zika_reported_travel","US0001",NA,NA,27,"cases"
"187","4/6/16","Texas","state","zika_reported_travel","US0001",NA,NA,27,"cases"
"188","4/6/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"189","3/30/16","Texas","state","zika_reported_travel","US0001",NA,NA,27,"cases"
"190","3/30/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"191","3/23/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"192","3/23/16","Texas","state","zika_reported_travel","US0001",NA,NA,23,"cases"
"193","3/16/16","Texas","state","zika_reported_travel","US0001",NA,NA,34,"cases"
"194","3/16/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"195","3/9/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"196","3/9/16","Texas","state","zika_reported_travel","US0001",NA,NA,19,"cases"
"197","2/24/16","Texas","state","zika_reported_travel","US0001",NA,NA,13,"cases"
"198","2/24/16","Texas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"199","6/29/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"200","6/29/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,8,"cases"
"201","6/22/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"202","6/22/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,5,"cases"
"203","6/15/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"204","6/15/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"205","6/8/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"206","6/8/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"207","6/1/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"208","6/1/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"209","5/25/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"210","5/25/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"211","5/11/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"212","5/11/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"213","5/4/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"214","5/4/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"215","4/27/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"216","4/27/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"217","4/20/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"218","4/20/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"219","4/13/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"220","4/13/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"221","4/6/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"222","4/6/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"223","3/30/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"224","3/30/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"225","3/23/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"226","3/23/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"227","3/16/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"228","3/16/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"229","3/9/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"230","3/9/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"231","2/24/16","Tennessee","state","zika_reported_local","US0002",NA,NA,0,"cases"
"232","2/24/16","Tennessee","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"233","6/29/16","South_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"234","6/29/16","South_Carolina","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"235","6/22/16","South_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"236","6/22/16","South_Carolina","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"237","6/15/16","South_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"238","6/15/16","South_Carolina","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"239","6/29/16","Rhode_Island","state","zika_reported_local","US0002",NA,NA,0,"cases"
"240","6/29/16","Rhode_Island","state","zika_reported_travel","US0001",NA,NA,15,"cases"
"241","6/22/16","Rhode_Island","state","zika_reported_local","US0002",NA,NA,0,"cases"
"242","6/22/16","Rhode_Island","state","zika_reported_travel","US0001",NA,NA,11,"cases"
"243","6/15/16","Rhode_Island","state","zika_reported_local","US0002",NA,NA,0,"cases"
"244","6/15/16","Rhode_Island","state","zika_reported_travel","US0001",NA,NA,8,"cases"
"245","6/29/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,5,"cases"
"246","6/29/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,1970,"cases"
"247","6/22/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,5,"cases"
"248","6/22/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,1804,"cases"
"249","6/15/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,3,"cases"
"250","6/15/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,1386,"cases"
"251","6/8/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,3,"cases"
"252","6/8/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,1259,"cases"
"253","5/25/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,3,"cases"
"254","5/25/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,903,"cases"
"255","5/11/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,669,"cases"
"256","5/11/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,2,"cases"
"257","5/4/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,2,"cases"
"258","5/4/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,629,"cases"
"259","4/27/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,2,"cases"
"260","4/27/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,570,"cases"
"261","4/20/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,2,"cases"
"262","4/20/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,474,"cases"
"263","4/13/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,445,"cases"
"264","4/13/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,3,"cases"
"265","4/6/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,2,"cases"
"266","4/6/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,325,"cases"
"267","3/30/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,2,"cases"
"268","3/30/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,325,"cases"
"269","3/23/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,258,"cases"
"270","3/23/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,3,"cases"
"271","3/16/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,2,"cases"
"272","3/16/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,259,"cases"
"273","3/9/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,159,"cases"
"274","3/9/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"275","2/24/16","Puerto_Rico","territory","zika_reported_travel","US0001",NA,NA,1,"cases"
"276","2/24/16","Puerto_Rico","territory","zika_reported_local","US0002",NA,NA,34,"cases"
"277","6/22/16","Pennsylvania","territory","zika_reported_travel","US0001",NA,NA,24,"cases"
"278","6/22/16","Pennsylvania","territory","zika_reported_local","US0002",NA,NA,0,"cases"
"279","6/15/16","Pennsylvania","territory","zika_reported_travel","US0001",NA,NA,23,"cases"
"280","6/15/16","Pennsylvania","territory","zika_reported_local","US0002",NA,NA,0,"cases"
"281","6/29/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,31,"cases"
"282","6/29/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"283","6/8/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,23,"cases"
"284","6/8/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"285","6/1/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"286","6/1/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,19,"cases"
"287","5/25/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"288","5/25/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,19,"cases"
"289","5/11/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"290","5/11/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,18,"cases"
"291","5/4/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"292","5/4/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,17,"cases"
"293","4/27/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"294","4/27/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,16,"cases"
"295","4/20/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,15,"cases"
"296","4/20/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"297","4/13/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"298","4/13/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,12,"cases"
"299","4/6/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,12,"cases"
"300","4/6/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"301","3/30/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,11,"cases"
"302","3/30/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"303","3/23/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,8,"cases"
"304","3/23/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"305","3/16/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,8,"cases"
"306","3/16/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"307","3/9/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"308","3/9/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"309","2/24/16","Pennsylvania","state","zika_reported_local","US0002",NA,NA,0,"cases"
"310","2/24/16","Pennsylvania","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"311","6/29/16","Oregon","state","zika_reported_travel","US0001",NA,NA,7,"cases"
"312","6/29/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"313","6/22/16","Oregon","state","zika_reported_travel","US0001",NA,NA,7,"cases"
"314","6/22/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"315","6/15/16","Oregon","state","zika_reported_travel","US0001",NA,NA,7,"cases"
"316","6/15/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"317","6/8/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"318","6/8/16","Oregon","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"319","6/1/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"320","6/1/16","Oregon","state","zika_reported_travel","US0001",NA,NA,6,"cases"
"321","5/25/16","Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
"322","5/25/16","Oregon","state","zika_reported_travel","US0001",NA,NA,6,"cases"
